tweet,tweet_clean,tweet_tokens,tweet_filtered,tweet_normalized,tweet_stemmed,label
Pak Prabowo tau siapa yg bisa kerja bukan ber narasi. Makanya ktk pilpres yakin menang satu putaran. Krn capres sebelah cuma pinter buat narasi bukan kerja.,pak prabowo tau siapa yg bisa kerja bukan ber narasi. makanya ktk pilpres yakin menang satu putaran. krn capres sebelah cuma pinter buat narasi bukan kerja.,"['pak', 'prabowo', 'tau', 'siapa', 'yg', 'bisa', 'kerja', 'bukan', 'ber', 'narasi', 'makanya', 'ktk', 'pilpres', 'yakin', 'menang', 'satu', 'putaran', 'krn', 'capres', 'sebelah', 'cuma', 'pinter', 'buat', 'narasi', 'bukan', 'kerja']","['prabowo', 'tau', 'yg', 'kerja', 'ber', 'narasi', 'ktk', 'pilpres', 'menang', 'putaran', 'krn', 'capres', 'sebelah', 'pinter', 'narasi', 'kerja']","['prabowo', 'tau', 'yang', 'kerja', 'ber', 'narasi', 'ktk', 'pilpres', 'menang', 'putaran', 'krn', 'capres', 'sebelah', 'pinter', 'narasi', 'kerja']","['prabowo', 'tau', 'yang', 'kerja', 'ber', 'narasi', 'ktk', 'pilpres', 'menang', 'putar', 'krn', 'capres', 'belah', 'pinter', 'narasi', 'kerja']",politik
@is_pelssy @prabowo Ini pernah jadi janji kampanye paslon 01 di Pilpres lalu Semoga jika nanti direalisasikan jangan lupakan idea creatornya ya pak ,@is_pelssy @prabowo ini pernah jadi janji kampanye paslon 01 di pilpres lalu semoga jika nanti direalisasikan jangan lupakan idea creatornya ya pak ,"['ispelssy', 'prabowo', 'ini', 'pernah', 'jadi', 'janji', 'kampanye', 'paslon', 'di', 'pilpres', 'lalu', 'semoga', 'jika', 'nanti', 'direalisasikan', 'jangan', 'lupakan', 'idea', 'creatornya', 'ya', 'pak']","['ispelssy', 'prabowo', 'janji', 'kampanye', 'paslon', 'pilpres', 'semoga', 'direalisasikan', 'lupakan', 'idea', 'creatornya', 'ya']","['ispelssy', 'prabowo', 'janji', 'kampanye', 'paslon', 'pilpres', 'semoga', 'direalisasikan', 'lupakan', 'idea', 'creatornya', 'ya']","['ispelssy', 'prabowo', 'janji', 'kampanye', 'paslon', 'pilpres', 'moga', 'realisasi', 'lupa', 'idea', 'creatornya', 'ya']",politik
Radystock Ziarah Pemilu Ziarah Politik Ziarah Kebangsaan Karya Emha Ainun Nadjib Penerbit Zaituna Cetakan ke-1 Tahun 1999 Preloved Harga: DM atau klik link WA dibawah https://t.co/7AfufvJM15 #Rakjatmerdesa #EmhaAinunNadjib #MbahNun #Caknun #72tahuncaknun https://t.co/sTQRecMT4T,radystock ziarah pemilu ziarah politik ziarah kebangsaan karya emha ainun nadjib penerbit zaituna cetakan ke-1 tahun 1999 preloved harga: dm atau klik link wa dibawah https://t.co/7afufvjm15 #rakjatmerdesa #emhaainunnadjib #mbahnun #caknun #72tahuncaknun https://t.co/stqrecmt4t,"['radystock', 'ziarah', 'pemilu', 'ziarah', 'politik', 'ziarah', 'kebangsaan', 'karya', 'emha', 'ainun', 'nadjib', 'penerbit', 'zaituna', 'cetakan', 'ke', 'tahun', 'preloved', 'harga', 'dm', 'atau', 'klik', 'link', 'wa', 'dibawah', 'rakjatmerdesa', 'emhaainunnadjib', 'mbahnun', 'caknun', 'tahuncaknun']","['radystock', 'ziarah', 'pemilu', 'ziarah', 'politik', 'ziarah', 'kebangsaan', 'karya', 'emha', 'ainun', 'nadjib', 'penerbit', 'zaituna', 'cetakan', 'preloved', 'harga', 'dm', 'klik', 'link', 'wa', 'dibawah', 'rakjatmerdesa', 'emhaainunnadjib', 'mbahnun', 'caknun', 'tahuncaknun']","['radystock', 'ziarah', 'pemilu', 'ziarah', 'politik', 'ziarah', 'kebangsaan', 'karya', 'emha', 'ainun', 'nadjib', 'penerbit', 'zaituna', 'cetakan', 'preloved', 'harga', 'dm', 'klik', 'link', 'wa', 'dibawah', 'rakjatmerdesa', 'emhaainunnadjib', 'mbahnun', 'caknun', 'tahuncaknun']","['radystock', 'ziarah', 'milu', 'ziarah', 'politik', 'ziarah', 'bangsa', 'karya', 'emha', 'ainun', 'nadjib', 'terbit', 'zaituna', 'cetak', 'preloved', 'harga', 'dm', 'klik', 'link', 'wa', 'bawah', 'rakjatmerdesa', 'emhaainunnadjib', 'mbahnun', 'caknun', 'tahuncaknun']",politik
@entrophilogy @Initialkud @IndoPopBase Gagal gara2 0.005% keracunan.hahaha tolol Kalah pilpres memang berat cui. Junjunganmu cm omon2 jd gelandangan politik.,@entrophilogy @initialkud @indopopbase gagal gara2 0.005% keracunan.hahaha tolol kalah pilpres memang berat cui. junjunganmu cm omon2 jd gelandangan politik.,"['entrophilogy', 'initialkud', 'indopopbase', 'gagal', 'gara', 'keracunanhahaha', 'tolol', 'kalah', 'pilpres', 'memang', 'berat', 'cui', 'junjunganmu', 'cm', 'omon', 'jd', 'gelandangan', 'politik']","['entrophilogy', 'initialkud', 'indopopbase', 'gagal', 'gara', 'keracunanhahaha', 'tolol', 'kalah', 'pilpres', 'berat', 'cui', 'junjunganmu', 'cm', 'omon', 'jd', 'gelandangan', 'politik']","['entrophilogy', 'initialkud', 'indopopbase', 'gagal', 'gara', 'keracunanhahaha', 'tolol', 'kalah', 'pilpres', 'berat', 'cui', 'junjunganmu', 'cm', 'omon', 'jd', 'gelandangan', 'politik']","['entrophilogy', 'initialkud', 'indopopbase', 'gagal', 'gara', 'keracunanhahaha', 'tolol', 'kalah', 'pilpres', 'berat', 'cui', 'junjung', 'cm', 'omon', 'jd', 'gelandang', 'politik']",politik
@WidasSatyo Rakyat gampang ketipu terus bahkan prabowo mau pilpres juga suka ke gorong2 begitu,@widassatyo rakyat gampang ketipu terus bahkan prabowo mau pilpres juga suka ke gorong2 begitu,"['widassatyo', 'rakyat', 'gampang', 'ketipu', 'terus', 'bahkan', 'prabowo', 'mau', 'pilpres', 'juga', 'suka', 'ke', 'gorong', 'begitu']","['widassatyo', 'rakyat', 'gampang', 'ketipu', 'prabowo', 'pilpres', 'suka', 'gorong']","['widassatyo', 'rakyat', 'gampang', 'ketipu', 'prabowo', 'pilpres', 'suka', 'gorong']","['widassatyo', 'rakyat', 'gampang', 'tipu', 'prabowo', 'pilpres', 'suka', 'gorong']",politik
Untungnya waktu pilpres 2024 saya tidak pilih @prabowo karena dari awal selalu mengesampingkan soal Etika dan Moral. Sebagai bangsa yang beradab Etika dan Moral menjadi ukuran standar tentang kejujuran dan keadilan. Kerja di swasta aja harus menyerahkan ijazah asli sbg jaminan. https://t.co/J59XiRkcer,untungnya waktu pilpres 2024 saya tidak pilih @prabowo karena dari awal selalu mengesampingkan soal etika dan moral. sebagai bangsa yang beradab etika dan moral menjadi ukuran standar tentang kejujuran dan keadilan. kerja di swasta aja harus menyerahkan ijazah asli sbg jaminan. https://t.co/j59xirkcer,"['untungnya', 'waktu', 'pilpres', 'saya', 'tidak', 'pilih', 'prabowo', 'karena', 'dari', 'awal', 'selalu', 'mengesampingkan', 'soal', 'etika', 'dan', 'moral', 'sebagai', 'bangsa', 'yang', 'beradab', 'etika', 'dan', 'moral', 'menjadi', 'ukuran', 'standar', 'tentang', 'kejujuran', 'dan', 'keadilan', 'kerja', 'di', 'swasta', 'aja', 'harus', 'menyerahkan', 'ijazah', 'asli', 'sbg', 'jaminan']","['untungnya', 'pilpres', 'pilih', 'prabowo', 'mengesampingkan', 'etika', 'moral', 'bangsa', 'beradab', 'etika', 'moral', 'ukuran', 'standar', 'kejujuran', 'keadilan', 'kerja', 'swasta', 'aja', 'menyerahkan', 'ijazah', 'asli', 'sbg', 'jaminan']","['untungnya', 'pilpres', 'pilih', 'prabowo', 'mengesampingkan', 'etika', 'moral', 'bangsa', 'beradab', 'etika', 'moral', 'ukuran', 'standar', 'kejujuran', 'keadilan', 'kerja', 'swasta', 'aja', 'menyerahkan', 'ijazah', 'asli', 'sbg', 'jaminan']","['untung', 'pilpres', 'pilih', 'prabowo', 'samping', 'etika', 'moral', 'bangsa', 'adab', 'etika', 'moral', 'ukur', 'standar', 'jujur', 'adil', 'kerja', 'swasta', 'aja', 'serah', 'ijazah', 'asli', 'sbg', 'jamin']",politik
Sy juga bersaksi pak Prabowo memang natural bkn setingan dlm memperhatikan rakyat susah. Beberapa kali ikut rombongan Pilpres 2014 nyata sy lihat tanpa sorot kamera. Namun tadz sampaikan bpk jgn terlalu percaya anak buah dg program2 yg justru tak berpihak rakyat termiskin,sy juga bersaksi pak prabowo memang natural bkn setingan dlm memperhatikan rakyat susah. beberapa kali ikut rombongan pilpres 2014 nyata sy lihat tanpa sorot kamera. namun tadz sampaikan bpk jgn terlalu percaya anak buah dg program2 yg justru tak berpihak rakyat termiskin,"['sy', 'juga', 'bersaksi', 'pak', 'prabowo', 'memang', 'natural', 'bkn', 'setingan', 'dlm', 'memperhatikan', 'rakyat', 'susah', 'beberapa', 'kali', 'ikut', 'rombongan', 'pilpres', 'nyata', 'sy', 'lihat', 'tanpa', 'sorot', 'kamera', 'namun', 'tadz', 'sampaikan', 'bpk', 'jgn', 'terlalu', 'percaya', 'anak', 'buah', 'dg', 'program', 'yg', 'justru', 'tak', 'berpihak', 'rakyat', 'termiskin']","['sy', 'bersaksi', 'prabowo', 'natural', 'bkn', 'setingan', 'dlm', 'memperhatikan', 'rakyat', 'susah', 'kali', 'rombongan', 'pilpres', 'nyata', 'sy', 'lihat', 'sorot', 'kamera', 'tadz', 'bpk', 'jgn', 'percaya', 'anak', 'buah', 'dg', 'program', 'yg', 'berpihak', 'rakyat', 'termiskin']","['sy', 'bersaksi', 'prabowo', 'natural', 'bkn', 'setingan', 'dlm', 'memperhatikan', 'rakyat', 'susah', 'kali', 'rombongan', 'pilpres', 'nyata', 'sy', 'lihat', 'sorot', 'kamera', 'tadz', 'bpk', 'jgn', 'percaya', 'anak', 'buah', 'dg', 'program', 'yang', 'berpihak', 'rakyat', 'termiskin']","['sy', 'saksi', 'prabowo', 'natural', 'bkn', 'ting', 'dlm', 'perhati', 'rakyat', 'susah', 'kali', 'rombong', 'pilpres', 'nyata', 'sy', 'lihat', 'sorot', 'kamera', 'tadz', 'bpk', 'jgn', 'percaya', 'anak', 'buah', 'dg', 'program', 'yang', 'pihak', 'rakyat', 'miskin']",politik
@PartaiSocmed @Alexsnipper @ganjarpranowo apakah Ganjar itu lagi membarrier partainya jgn sampai disalahkan dia share photo jadul seolah2 ini lho kita sebelumnya juga sdh mengcheck historynya sebelum mencalonkan kepala daerah atau capres sebenernya doi td,@partaisocmed @alexsnipper @ganjarpranowo apakah ganjar itu lagi membarrier partainya jgn sampai disalahkan dia share photo jadul seolah2 ini lho kita sebelumnya juga sdh mengcheck historynya sebelum mencalonkan kepala daerah atau capres sebenernya doi td,"['partaisocmed', 'alexsnipper', 'ganjarpranowo', 'apakah', 'ganjar', 'itu', 'lagi', 'membarrier', 'partainya', 'jgn', 'sampai', 'disalahkan', 'dia', 'share', 'photo', 'jadul', 'seolah', 'ini', 'lho', 'kita', 'sebelumnya', 'juga', 'sdh', 'mengcheck', 'historynya', 'sebelum', 'mencalonkan', 'kepala', 'daerah', 'atau', 'capres', 'sebenernya', 'doi', 'td']","['partaisocmed', 'alexsnipper', 'ganjarpranowo', 'ganjar', 'membarrier', 'partainya', 'jgn', 'disalahkan', 'share', 'photo', 'jadul', 'lho', 'sdh', 'mengcheck', 'historynya', 'mencalonkan', 'kepala', 'daerah', 'capres', 'sebenernya', 'doi', 'td']","['partaisocmed', 'alexsnipper', 'ganjarpranowo', 'ganjar', 'membarrier', 'partainya', 'jgn', 'disalahkan', 'share', 'photo', 'jadul', 'lho', 'sdh', 'mengcheck', 'historynya', 'mencalonkan', 'kepala', 'daerah', 'capres', 'sebenernya', 'doi', 'td']","['partaisocmed', 'alexsnipper', 'ganjarpranowo', 'ganjar', 'membarrier', 'partai', 'jgn', 'salah', 'share', 'photo', 'jadul', 'lho', 'sdh', 'mengcheck', 'historynya', 'calon', 'kepala', 'daerah', 'capres', 'sebenernya', 'doi', 'td']",politik
hahaha aset politik kali ahh tiap pemilu yang bagiin duit khan bang jago,hahaha aset politik kali ahh tiap pemilu yang bagiin duit khan bang jago,"['hahaha', 'aset', 'politik', 'kali', 'ahh', 'tiap', 'pemilu', 'yang', 'bagiin', 'duit', 'khan', 'bang', 'jago']","['hahaha', 'aset', 'politik', 'kali', 'ahh', 'pemilu', 'bagiin', 'duit', 'khan', 'bang', 'jago']","['hahaha', 'aset', 'politik', 'kali', 'ahh', 'pemilu', 'bagiin', 'duit', 'khan', 'bang', 'jago']","['hahaha', 'aset', 'politik', 'kali', 'ahh', 'milu', 'bagiin', 'duit', 'khan', 'bang', 'jago']",politik
@PartaiSocmed @KRMTRoySuryo2 @DokterTifa @SianiparRismon LAH KAN KOALISI PARLEMENT DIKUASAI REZIM PRABOWO KAMU JUGA SIBUK BELA MULYONO SIBUK JADI BUZZER MET MET,@partaisocmed @krmtroysuryo2 @doktertifa @sianiparrismon lah kan koalisi parlement dikuasai rezim prabowo kamu juga sibuk bela mulyono sibuk jadi buzzer met met,"['partaisocmed', 'krmtroysuryo', 'doktertifa', 'sianiparrismon', 'lah', 'kan', 'koalisi', 'parlement', 'dikuasai', 'rezim', 'prabowo', 'kamu', 'juga', 'sibuk', 'bela', 'mulyono', 'sibuk', 'jadi', 'buzzer', 'met', 'met']","['partaisocmed', 'krmtroysuryo', 'doktertifa', 'sianiparrismon', 'koalisi', 'parlement', 'dikuasai', 'rezim', 'prabowo', 'sibuk', 'bela', 'mulyono', 'sibuk', 'buzzer', 'met', 'met']","['partaisocmed', 'krmtroysuryo', 'doktertifa', 'sianiparrismon', 'koalisi', 'parlement', 'dikuasai', 'rezim', 'prabowo', 'sibuk', 'bela', 'mulyono', 'sibuk', 'buzzer', 'met', 'met']","['partaisocmed', 'krmtroysuryo', 'doktertifa', 'sianiparrismon', 'koalisi', 'parlement', 'asai', 'rezim', 'prabowo', 'sibuk', 'bela', 'mulyono', 'sibuk', 'buzzer', 'met', 'met']",politik
@BocorAlusPol Itumah biasa kali dlm politik semua poros jg begitu Pramono menang Cak Lontong (timsesnya) skrg jd komisaris Ancol dulu Anies menang DKI bikin TGUPP dan Komisaris Jakpro isinya timses dia semua Prabowo ngangkat mentri isinya koalisi partai p,@bocoraluspol itumah biasa kali dlm politik semua poros jg begitu pramono menang cak lontong (timsesnya) skrg jd komisaris ancol dulu anies menang dki bikin tgupp dan komisaris jakpro isinya timses dia semua prabowo ngangkat mentri isinya koalisi partai p,"['bocoraluspol', 'itumah', 'biasa', 'kali', 'dlm', 'politik', 'semua', 'poros', 'jg', 'begitu', 'pramono', 'menang', 'cak', 'lontong', 'timsesnya', 'skrg', 'jd', 'komisaris', 'ancol', 'dulu', 'anies', 'menang', 'dki', 'bikin', 'tgupp', 'dan', 'komisaris', 'jakpro', 'isinya', 'timses', 'dia', 'semua', 'prabowo', 'ngangkat', 'mentri', 'isinya', 'koalisi', 'partai', 'p']","['bocoraluspol', 'itumah', 'kali', 'dlm', 'politik', 'poros', 'jg', 'pramono', 'menang', 'cak', 'lontong', 'timsesnya', 'skrg', 'jd', 'komisaris', 'ancol', 'anies', 'menang', 'dki', 'bikin', 'tgupp', 'komisaris', 'jakpro', 'isinya', 'timses', 'prabowo', 'ngangkat', 'mentri', 'isinya', 'koalisi', 'partai', 'p']","['bocoraluspol', 'itumah', 'kali', 'dlm', 'politik', 'poros', 'jg', 'pramono', 'menang', 'cak', 'lontong', 'timsesnya', 'skrg', 'jd', 'komisaris', 'ancol', 'anies', 'menang', 'dki', 'bikin', 'tgupp', 'komisaris', 'jakpro', 'isinya', 'timses', 'prabowo', 'ngangkat', 'mentri', 'isinya', 'koalisi', 'partai', 'p']","['bocoraluspol', 'itumah', 'kali', 'dlm', 'politik', 'poros', 'jg', 'pramono', 'menang', 'cak', 'lontong', 'timsesnya', 'skrg', 'jd', 'komisaris', 'ancol', 'anies', 'menang', 'dki', 'bikin', 'tgupp', 'komisaris', 'jakpro', 'isi', 'timses', 'prabowo', 'ngangkat', 'tri', 'isi', 'koalisi', 'partai', 'p']",politik
Wkwkwkw pasukan 1624 dan para pensiunan jendral pendukung capres kalah makin gregetan liat omongan pak @prabowo ini terutama si sok ahli @KRMTRoySuryo @SianiparRismon dan @DokterTifa makin cemas ga ada gunanya mengadu domba apalagi meminta perlindungan pada pemerintah https://t.co/5L72IQTjhm,wkwkwkw pasukan 1624 dan para pensiunan jendral pendukung capres kalah makin gregetan liat omongan pak @prabowo ini terutama si sok ahli @krmtroysuryo @sianiparrismon dan @doktertifa makin cemas ga ada gunanya mengadu domba apalagi meminta perlindungan pada pemerintah https://t.co/5l72iqtjhm,"['wkwkwkw', 'pasukan', 'dan', 'para', 'pensiunan', 'jendral', 'pendukung', 'capres', 'kalah', 'makin', 'gregetan', 'liat', 'omongan', 'pak', 'prabowo', 'ini', 'terutama', 'si', 'sok', 'ahli', 'krmtroysuryo', 'sianiparrismon', 'dan', 'doktertifa', 'makin', 'cemas', 'ga', 'ada', 'gunanya', 'mengadu', 'domba', 'apalagi', 'meminta', 'perlindungan', 'pada', 'pemerintah']","['wkwkwkw', 'pasukan', 'pensiunan', 'jendral', 'pendukung', 'capres', 'kalah', 'gregetan', 'liat', 'omongan', 'prabowo', 'si', 'sok', 'ahli', 'krmtroysuryo', 'sianiparrismon', 'doktertifa', 'cemas', 'ga', 'gunanya', 'mengadu', 'domba', 'perlindungan', 'pemerintah']","['wkwkwkw', 'pasukan', 'pensiunan', 'jendral', 'pendukung', 'capres', 'kalah', 'gregetan', 'liat', 'omongan', 'prabowo', 'si', 'sok', 'ahli', 'krmtroysuryo', 'sianiparrismon', 'doktertifa', 'cemas', 'tidak', 'gunanya', 'mengadu', 'domba', 'perlindungan', 'pemerintah']","['wkwkwkw', 'pasu', 'pensiun', 'jendral', 'dukung', 'capres', 'kalah', 'gregetan', 'liat', 'omong', 'prabowo', 'si', 'sok', 'ahli', 'krmtroysuryo', 'sianiparrismon', 'doktertifa', 'cemas', 'tidak', 'guna', 'adu', 'domba', 'lindung', 'perintah']",politik
@NisyaUmmi @adrbjm_4002 @gm_gm terus ngapain itu si Anis dan Ganjar kemarin ga protes? ini pilpres udah selesai.....udah ada pemenang.... ngapain balik kebelakang....fokus tuh pada kebijakan Prabowo Gibran.... koreksi kritik....!! kok malah milik balik la,@nisyaummi @adrbjm_4002 @gm_gm terus ngapain itu si anis dan ganjar kemarin ga protes? ini pilpres udah selesai.....udah ada pemenang.... ngapain balik kebelakang....fokus tuh pada kebijakan prabowo gibran.... koreksi kritik....!! kok malah milik balik la,"['nisyaummi', 'adrbjm', 'gmgm', 'terus', 'ngapain', 'itu', 'si', 'anis', 'dan', 'ganjar', 'kemarin', 'ga', 'protes', 'ini', 'pilpres', 'udah', 'selesaiudah', 'ada', 'pemenang', 'ngapain', 'balik', 'kebelakangfokus', 'tuh', 'pada', 'kebijakan', 'prabowo', 'gibran', 'koreksi', 'kritik', 'kok', 'malah', 'milik', 'balik', 'la']","['nisyaummi', 'adrbjm', 'gmgm', 'ngapain', 'si', 'anis', 'ganjar', 'kemarin', 'ga', 'protes', 'pilpres', 'udah', 'selesaiudah', 'pemenang', 'ngapain', 'kebelakangfokus', 'tuh', 'kebijakan', 'prabowo', 'gibran', 'koreksi', 'kritik', 'milik', 'la']","['nisyaummi', 'adrbjm', 'gmgm', 'ngapain', 'si', 'anis', 'ganjar', 'kemarin', 'tidak', 'protes', 'pilpres', 'udah', 'selesaiudah', 'pemenang', 'ngapain', 'kebelakangfokus', 'tuh', 'kebijakan', 'prabowo', 'gibran', 'koreksi', 'kritik', 'milik', 'la']","['nisyaummi', 'adrbjm', 'gmgm', 'ngapain', 'si', 'anis', 'ganjar', 'kemarin', 'tidak', 'protes', 'pilpres', 'udah', 'selesaiudah', 'menang', 'ngapain', 'kebelakangfokus', 'tuh', 'bijak', 'prabowo', 'gibran', 'koreksi', 'kritik', 'milik', 'la']",politik
@prabowo Kami semua kaget. Mengapa yang diajukan oleh Pak @prabowo tiga nama namun yang hanya disetujui adalah 2 nama.kesimpulan kami mungkin karena residu Pilpres saya saat itu adalah Koordinator Jubir Pak Prabowo. Banyak merepresentasikan Pak Prabowo di,@prabowo kami semua kaget. mengapa yang diajukan oleh pak @prabowo tiga nama namun yang hanya disetujui adalah 2 nama.kesimpulan kami mungkin karena residu pilpres saya saat itu adalah koordinator jubir pak prabowo. banyak merepresentasikan pak prabowo di,"['prabowo', 'kami', 'semua', 'kaget', 'mengapa', 'yang', 'diajukan', 'oleh', 'pak', 'prabowo', 'tiga', 'nama', 'namun', 'yang', 'hanya', 'disetujui', 'adalah', 'namakesimpulan', 'kami', 'mungkin', 'karena', 'residu', 'pilpres', 'saya', 'saat', 'itu', 'adalah', 'koordinator', 'jubir', 'pak', 'prabowo', 'banyak', 'merepresentasikan', 'pak', 'prabowo', 'di']","['prabowo', 'kaget', 'diajukan', 'prabowo', 'nama', 'disetujui', 'namakesimpulan', 'residu', 'pilpres', 'koordinator', 'jubir', 'prabowo', 'merepresentasikan', 'prabowo']","['prabowo', 'kaget', 'diajukan', 'prabowo', 'nama', 'disetujui', 'namakesimpulan', 'residu', 'pilpres', 'koordinator', 'jubir', 'prabowo', 'merepresentasikan', 'prabowo']","['prabowo', 'kaget', 'aju', 'prabowo', 'nama', 'tuju', 'namakesimpulan', 'residu', 'pilpres', 'koordinator', 'jubir', 'prabowo', 'representasi', 'prabowo']",politik
@Boediantar4 Mudah-mudahan diterima dengan lapang dada pak Prabowo. Itu karena kami cinta dan mendukung Bapak (dari saya yg mengidolakan Bapak pada pemilu 2019 tapi mncoblos Anies tahun 2024),@boediantar4 mudah-mudahan diterima dengan lapang dada pak prabowo. itu karena kami cinta dan mendukung bapak (dari saya yg mengidolakan bapak pada pemilu 2019 tapi mncoblos anies tahun 2024),"['boediantar', 'mudahmudahan', 'diterima', 'dengan', 'lapang', 'dada', 'pak', 'prabowo', 'itu', 'karena', 'kami', 'cinta', 'dan', 'mendukung', 'bapak', 'dari', 'saya', 'yg', 'mengidolakan', 'bapak', 'pada', 'pemilu', 'tapi', 'mncoblos', 'anies', 'tahun']","['boediantar', 'mudahmudahan', 'diterima', 'lapang', 'dada', 'prabowo', 'cinta', 'mendukung', 'yg', 'mengidolakan', 'pemilu', 'mncoblos', 'anies']","['boediantar', 'mudahmudahan', 'diterima', 'lapang', 'dada', 'prabowo', 'cinta', 'mendukung', 'yang', 'mengidolakan', 'pemilu', 'mncoblos', 'anies']","['boediantar', 'mudahmudahan', 'terima', 'lapang', 'dada', 'prabowo', 'cinta', 'dukung', 'yang', 'idola', 'milu', 'mncoblos', 'anies']",politik
@prabowo Ada satu cerita menarik tentang menjaga anak buah. Pasca pilpres 2019 Pak @prabowo akhirnya bergabung dan menjadi Menhan. Tiga anak muda sipil Endy Sabam dan saya_Kedua teman saya tersebut saat ini anggota komisi 1 DPR RI_ diangkat beliau menjadi,@prabowo ada satu cerita menarik tentang menjaga anak buah. pasca pilpres 2019 pak @prabowo akhirnya bergabung dan menjadi menhan. tiga anak muda sipil endy sabam dan saya_kedua teman saya tersebut saat ini anggota komisi 1 dpr ri_ diangkat beliau menjadi,"['prabowo', 'ada', 'satu', 'cerita', 'menarik', 'tentang', 'menjaga', 'anak', 'buah', 'pasca', 'pilpres', 'pak', 'prabowo', 'akhirnya', 'bergabung', 'dan', 'menjadi', 'menhan', 'tiga', 'anak', 'muda', 'sipil', 'endy', 'sabam', 'dan', 'sayakedua', 'teman', 'saya', 'tersebut', 'saat', 'ini', 'anggota', 'komisi', 'dpr', 'ri', 'diangkat', 'beliau', 'menjadi']","['prabowo', 'cerita', 'menarik', 'menjaga', 'anak', 'buah', 'pasca', 'pilpres', 'prabowo', 'bergabung', 'menhan', 'anak', 'muda', 'sipil', 'endy', 'sabam', 'sayakedua', 'teman', 'anggota', 'komisi', 'dpr', 'ri', 'diangkat', 'beliau']","['prabowo', 'cerita', 'menarik', 'menjaga', 'anak', 'buah', 'pasca', 'pilpres', 'prabowo', 'bergabung', 'menhan', 'anak', 'muda', 'sipil', 'endy', 'sabam', 'sayakedua', 'teman', 'anggota', 'komisi', 'dpr', 'ri', 'diangkat', 'beliau']","['prabowo', 'cerita', 'tarik', 'jaga', 'anak', 'buah', 'pasca', 'pilpres', 'prabowo', 'gabung', 'menhan', 'anak', 'muda', 'sipil', 'endy', 'sabam', 'sayakedua', 'teman', 'anggota', 'komisi', 'dpr', 'ri', 'angkat', 'beliau']",politik
Gerombolan keok pilpres sllu adu domba pak @prabowo dgn pak @jokowi dgn narasi boneka matahari kembar dll tp mrk GAGAL ‚ÄºÔ∏è bagi pak @prabowo yg merupakan keberlanjutan dr program pak @jokowi hrs konsultasi minta saran n pdpt tkg hoax ijazah palsu yg ingin di mediasi enyah lah https://t.co/cCUqj18aoz,gerombolan keok pilpres sllu adu domba pak @prabowo dgn pak @jokowi dgn narasi boneka matahari kembar dll tp mrk gagal ‚äºô∏è bagi pak @prabowo yg merupakan keberlanjutan dr program pak @jokowi hrs konsultasi minta saran n pdpt tkg hoax ijazah palsu yg ingin di mediasi enyah lah https://t.co/ccuqj18aoz,"['gerombolan', 'keok', 'pilpres', 'sllu', 'adu', 'domba', 'pak', 'prabowo', 'dgn', 'pak', 'jokowi', 'dgn', 'narasi', 'boneka', 'matahari', 'kembar', 'dll', 'tp', 'mrk', 'gagal', 'bagi', 'pak', 'prabowo', 'yg', 'merupakan', 'keberlanjutan', 'dr', 'program', 'pak', 'jokowi', 'hrs', 'konsultasi', 'minta', 'saran', 'n', 'pdpt', 'tkg', 'hoax', 'ijazah', 'palsu', 'yg', 'ingin', 'di', 'mediasi', 'enyah', 'lah']","['gerombolan', 'keok', 'pilpres', 'sllu', 'adu', 'domba', 'prabowo', 'dgn', 'jokowi', 'dgn', 'narasi', 'boneka', 'matahari', 'kembar', 'dll', 'tp', 'mrk', 'gagal', 'prabowo', 'yg', 'keberlanjutan', 'dr', 'program', 'jokowi', 'hrs', 'konsultasi', 'saran', 'n', 'pdpt', 'tkg', 'hoax', 'ijazah', 'palsu', 'yg', 'mediasi', 'enyah']","['gerombolan', 'keok', 'pilpres', 'sllu', 'adu', 'domba', 'prabowo', 'dengan', 'jokowi', 'dengan', 'narasi', 'boneka', 'matahari', 'kembar', 'dll', 'tp', 'mrk', 'gagal', 'prabowo', 'yang', 'keberlanjutan', 'dari', 'program', 'jokowi', 'hrs', 'konsultasi', 'saran', 'n', 'pdpt', 'tkg', 'hoax', 'ijazah', 'palsu', 'yang', 'mediasi', 'enyah']","['gerombol', 'keok', 'pilpres', 'sllu', 'adu', 'domba', 'prabowo', 'dengan', 'jokowi', 'dengan', 'narasi', 'boneka', 'matahari', 'kembar', 'dll', 'tp', 'mrk', 'gagal', 'prabowo', 'yang', 'lanjut', 'dari', 'program', 'jokowi', 'hrs', 'konsultasi', 'saran', 'n', 'pdpt', 'tkg', 'hoax', 'ijazah', 'palsu', 'yang', 'mediasi', 'enyah']",politik
